TF,gene,effect
Fnr,ynfO,-
Fnr,arnE,-
Fnr,yjjZ,+
Fnr,yjjZ,-
Fnr,yncL,+
Fnr,yncL,-
Fnr,fnrS,+
Fnr,fnrS,+
Fnr,fnrS,-
FeaR,feaB,+
FeaR,tynA,+
PaaX,paaZ,-
PaaX,paaA,-
PaaX,paaB,-
PaaX,paaC,-
PaaX,paaD,-
PaaX,paaE,-
PaaX,paaF,-
PaaX,paaG,-
PaaX,paaH,-
PaaX,paaI,-
PaaX,paaJ,-
PaaX,paaK,-
PaaX,paaX,-
PaaX,paaY,-
SutR,sutR,+
SutR,fliA,-
SutR,fliZ,-
SutR,tcyJ,-
SutR,cysE,-
McbR,mcbA,-
McbR,yciE,+
McbR,yciF,+
McbR,yciG,+
YdeO,gadF,+
YdeO,hyaA,+
YdeO,hyaB,+
YdeO,hyaC,+
YdeO,hyaD,+
YdeO,hyaE,+
YdeO,hyaF,+
YdeO,appC,+
YdeO,appB,+
YdeO,appX,+
YdeO,appA,+
YdeO,ydeO,-
YdeO,safA,-
YdeO,slp,+
YdeO,dctR,+
YdeO,gadE,+
YdeO,gadE,+
YdeO,gadF,+
YdeO,mdtE,+
YdeO,mdtF,+
YdeO,gadW,+
YdeO,yiiS,+
YdeO,uspD,+
HipA;hipB,hipA,-
HipA;hipB,hipB,-
HipA;hipB,mazF,-
HipA;hipB,mazE,-
HipA;hipB,relA,-
HipB,hipA,-
HipB,hipB,-
HipB,mazF,-
HipB,mazE,-
HipB,relA,-
HipB,fadH,-
LsrR,lsrR,-
LsrR,lsrK,-
LsrR,lsrA,-
LsrR,lsrC,-
LsrR,lsrD,-
LsrR,lsrB,-
LsrR,lsrF,-
LsrR,lsrG,-
LsrR,tam,-
MarR,marR,-
MarR,marA,-
MarR,marB,-
MarA,decR,+
MarA,acrA,+
MarA,acrB,+
MarA,nfsB,+
MarA,acrZ,+
MarA,ybjC,+
MarA,nfsA,+
MarA,rimK,+
MarA,ybjN,+
MarA,poxB,+
MarA,pqiA,+
MarA,pqiB,+
MarA,putA,+
MarA,acnA,+
MarA,yncE,+
MarA,marR,+
MarA,marA,+
MarA,marB,+
MarA,fumC,+
MarA,zwf,+
MarA,nfo,+
MarA,inaA,+
MarA,tolC,+
MarA,ygiA,+
MarA,ygiB,+
MarA,ygiC,+
MarA,slp,-
MarA,dctR,-
MarA,hdeA,-
MarA,hdeB,-
MarA,yhiD,-
MarA,waaY,+
MarA,waaZ,+
MarA,sodA,+
MarA,fpr,+
MarA,purA,-
MarA,rob,-
MarA,micF,+
RelB,hokD,-
RelB,relE,-
RelB,relB,-
DicA,ydfW,-
DicA,ydfX,-
DicA,dicC,-
DicA,dicB,-
DicA,ydfD,-
DicA,ydfE,-
DicA,insD,-
DicA,intQ,-
Mlc,ptsG,-
Mlc,ynfK,-
Mlc,mlc,-
Mlc,manX,-
Mlc,manY,-
Mlc,manZ,-
Mlc,ptsH,-
Mlc,ptsI,-
Mlc,crr,-
Mlc,malT,-
RstA,ompF,-
RstA,csgG,-
RstA,csgF,-
RstA,csgE,-
RstA,csgD,-
RstA,narG,+
RstA,narH,+
RstA,narJ,+
RstA,narI,+
RstA,asr,+
UidR,uidC,-
UidR,uidB,-
UidR,uidA,-
UidR,uidR,-
MalI,malI,-
MalI,malX,-
MalI,malY,-
SlyA,hlyE,+
NemR,nemR,-
NemR,nemA,-
NemR,gloA,-
PurR,carA,-
PurR,carB,-
PurR,carA,+
PurR,carB,+
PurR,carA,-
PurR,carB,-
PurR,codB,-
PurR,codA,-
PurR,codB,-
PurR,codA,-
PurR,codB,+
PurR,codA,+
PurR,purK,-
PurR,purK,-
PurR,purK,+
PurR,purE,-
PurR,purE,-
PurR,purE,+
PurR,pyrD,-
PurR,pyrD,+
PurR,pyrD,-
PurR,pyrC,-
PurR,purB,-
PurR,purB,+
PurR,hflD,-
PurR,purB,-
PurR,prs,-
PurR,purR,-
PurR,purT,-
PurR,cvpA,-
PurR,purF,-
PurR,ubiX,-
PurR,cvpA,+
PurR,purF,+
PurR,ubiX,+
PurR,cvpA,-
PurR,purF,-
PurR,ubiX,-
PurR,purC,-
PurR,purC,-
PurR,purC,+
PurR,purM,-
PurR,purM,-
PurR,purM,+
PurR,purN,-
PurR,purN,-
PurR,purN,+
PurR,guaB,-
PurR,guaA,-
PurR,guaB,-
PurR,guaA,-
PurR,guaB,+
PurR,guaA,+
PurR,glyA,-
PurR,glnB,-
PurR,purL,-
PurR,purL,-
PurR,purL,+
PurR,gcvP,-
PurR,gcvH,-
PurR,gcvT,-
PurR,speA,-
PurR,speB,-
PurR,xanP,-
PurR,xanP,+
PurR,purD,-
PurR,purD,-
PurR,purH,-
PurR,purH,-
PurR,purA,-
PurR,pyrI,-
PurR,pyrI,+
PurR,pyrB,-
PurR,pyrB,+
PurR,pyrL,-
PurR,pyrL,+
IhfA;ihfB,carA,+
IhfA;ihfB,carB,+
IhfA;ihfB,carA,-
IhfA;ihfB,carB,-
IhfA;ihfB,folA,+
IhfA;ihfB,gcd,+
IhfA;ihfB,hpt,-
IhfA;ihfB,yadV,+
IhfA;ihfB,htrE,+
IhfA;ihfB,nmpC,-
IhfA;ihfB,gltA,+
IhfA;ihfB,sucA,-
IhfA;ihfB,sucB,-
IhfA;ihfB,sucC,-
IhfA;ihfB,sucD,-
IhfA;ihfB,glnQ,+
IhfA;ihfB,glnP,+
IhfA;ihfB,glnH,+
IhfA;ihfB,dps,+
IhfA;ihfB,dmsA,-
IhfA;ihfB,dmsB,-
IhfA;ihfB,dmsC,-
IhfA;ihfB,focA,+
IhfA;ihfB,pflB,+
IhfA;ihfB,ihfB,-
IhfA;ihfB,ompF,+
IhfA;ihfB,ssuB,+
IhfA;ihfB,ssuC,+
IhfA;ihfB,ssuD,+
IhfA;ihfB,ssuA,+
IhfA;ihfB,ssuE,+
IhfA;ihfB,csgG,+
IhfA;ihfB,csgF,+
IhfA;ihfB,csgE,+
IhfA;ihfB,csgD,+
IhfA;ihfB,ndh,-
IhfA;ihfB,hemA,+
IhfA;ihfB,prfA,+
IhfA;ihfB,prmC,+
IhfA;ihfB,narK,+
IhfA;ihfB,narG,+
IhfA;ihfB,narH,+
IhfA;ihfB,narJ,+
IhfA;ihfB,narI,+
IhfA;ihfB,pspA,+
IhfA;ihfB,pspB,+
IhfA;ihfB,pspC,+
IhfA;ihfB,pspD,+
IhfA;ihfB,pspE,+
IhfA;ihfB,fnr,+
IhfA;ihfB,paaZ,+
IhfA;ihfB,paaA,+
IhfA;ihfB,paaB,+
IhfA;ihfB,paaC,+
IhfA;ihfB,paaD,+
IhfA;ihfB,paaE,+
IhfA;ihfB,paaF,+
IhfA;ihfB,paaG,+
IhfA;ihfB,paaH,+
IhfA;ihfB,paaI,+
IhfA;ihfB,paaJ,+
IhfA;ihfB,paaK,+
IhfA;ihfB,sra,+
IhfA;ihfB,hipA,+
IhfA;ihfB,hipB,+
IhfA;ihfB,sodB,-
IhfA;ihfB,sufE,+
IhfA;ihfB,sufS,+
IhfA;ihfB,sufD,+
IhfA;ihfB,sufC,+
IhfA;ihfB,sufB,+
IhfA;ihfB,sufA,+
IhfA;ihfB,ihfA,-
IhfA;ihfB,osmE,-
IhfA;ihfB,flhD,-
IhfA;ihfB,flhC,-
IhfA;ihfB,tyrP,-
IhfA;ihfB,yeiL,+
IhfA;ihfB,ompC,-
IhfA;ihfB,atoD,+
IhfA;ihfB,atoA,+
IhfA;ihfB,atoE,+
IhfA;ihfB,atoB,+
IhfA;ihfB,glpQ,-
IhfA;ihfB,glpT,-
IhfA;ihfB,nuoN,-
IhfA;ihfB,nuoM,-
IhfA;ihfB,nuoL,-
IhfA;ihfB,nuoK,-
IhfA;ihfB,nuoJ,-
IhfA;ihfB,nuoI,-
IhfA;ihfB,nuoH,-
IhfA;ihfB,nuoG,-
IhfA;ihfB,nuoF,-
IhfA;ihfB,nuoE,-
IhfA;ihfB,nuoC,-
IhfA;ihfB,nuoB,-
IhfA;ihfB,nuoA,-
IhfA;ihfB,amiA,-
IhfA;ihfB,hemF,-
IhfA;ihfB,rseC,+
IhfA;ihfB,rseB,+
IhfA;ihfB,rseA,+
IhfA;ihfB,rpoE,+
IhfA;ihfB,proV,+
IhfA;ihfB,proW,+
IhfA;ihfB,proX,+
IhfA;ihfB,norV,+
IhfA;ihfB,norW,+
IhfA;ihfB,hycI,+
IhfA;ihfB,hycH,+
IhfA;ihfB,hycG,+
IhfA;ihfB,hycF,+
IhfA;ihfB,hycE,+
IhfA;ihfB,hycD,+
IhfA;ihfB,hycC,+
IhfA;ihfB,hycB,+
IhfA;ihfB,hycA,+
IhfA;ihfB,hypA,+
IhfA;ihfB,hypB,+
IhfA;ihfB,hypC,+
IhfA;ihfB,hypD,+
IhfA;ihfB,hypE,+
IhfA;ihfB,fhlA,+
IhfA;ihfB,cysH,+
IhfA;ihfB,cysI,+
IhfA;ihfB,cysJ,+
IhfA;ihfB,glcD,+
IhfA;ihfB,glcE,+
IhfA;ihfB,glcF,+
IhfA;ihfB,glcG,+
IhfA;ihfB,glcB,+
IhfA;ihfB,glcA,+
IhfA;ihfB,patA,-
IhfA;ihfB,patA,+
IhfA;ihfB,tdcA,+
IhfA;ihfB,tdcB,+
IhfA;ihfB,tdcC,+
IhfA;ihfB,tdcD,+
IhfA;ihfB,tdcE,+
IhfA;ihfB,tdcF,+
IhfA;ihfB,tdcG,+
IhfA;ihfB,mtr,-
IhfA;ihfB,gltB,+
IhfA;ihfB,gltD,+
IhfA;ihfB,gltF,+
IhfA;ihfB,dcuD,+
IhfA;ihfB,dusB,+
IhfA;ihfB,fis,+
IhfA;ihfB,nirB,+
IhfA;ihfB,nirD,+
IhfA;ihfB,nirC,+
IhfA;ihfB,cysG,+
IhfA;ihfB,envZ,-
IhfA;ihfB,ompR,-
IhfA;ihfB,rtcB,+
IhfA;ihfB,rtcA,+
IhfA;ihfB,rpoH,+
IhfA;ihfB,uspB,-
IhfA;ihfB,uspA,+
IhfA;ihfB,dppA,+
IhfA;ihfB,dppB,+
IhfA;ihfB,dppC,+
IhfA;ihfB,dppD,+
IhfA;ihfB,dppF,+
IhfA;ihfB,yiaJ,-
IhfA;ihfB,yiaK,+
IhfA;ihfB,yiaL,+
IhfA;ihfB,yiaM,+
IhfA;ihfB,yiaN,+
IhfA;ihfB,yiaO,+
IhfA;ihfB,lyxK,+
IhfA;ihfB,sgbH,+
IhfA;ihfB,sgbU,+
IhfA;ihfB,sgbE,+
IhfA;ihfB,ibpB,+
IhfA;ihfB,pstA,+
IhfA;ihfB,pstC,+
IhfA;ihfB,pstS,+
IhfA;ihfB,pstB,+
IhfA;ihfB,phoU,+
IhfA;ihfB,ilvL,-
IhfA;ihfB,ilvL,+
IhfA;ihfB,ilvX,-
IhfA;ihfB,ilvG_1,-
IhfA;ihfB,ilvG_2,-
IhfA;ihfB,ilvM,-
IhfA;ihfB,ilvE,-
IhfA;ihfB,ilvD,-
IhfA;ihfB,ilvA,-
IhfA;ihfB,ilvX,+
IhfA;ihfB,ilvG_1,+
IhfA;ihfB,ilvG_2,+
IhfA;ihfB,ilvM,+
IhfA;ihfB,ilvE,+
IhfA;ihfB,ilvD,+
IhfA;ihfB,ilvA,+
IhfA;ihfB,sodA,-
IhfA;ihfB,aceB,+
IhfA;ihfB,aceA,+
IhfA;ihfB,aceK,+
IhfA;ihfB,yjbE,+
IhfA;ihfB,yjbF,+
IhfA;ihfB,yjbG,+
IhfA;ihfB,yjbH,+
IhfA;ihfB,ubiC,-
IhfA;ihfB,ubiA,-
IhfA;ihfB,pspG,+
IhfA;ihfB,acs,-
IhfA;ihfB,yjcH,-
IhfA;ihfB,actP,-
IhfA;ihfB,acs,-
IhfA;ihfB,yjcH,-
IhfA;ihfB,actP,-
IhfA;ihfB,nrfA,+
IhfA;ihfB,nrfB,+
IhfA;ihfB,nrfC,+
IhfA;ihfB,nrfD,+
IhfA;ihfB,nrfE,+
IhfA;ihfB,nrfF,+
IhfA;ihfB,nrfG,+
IhfA;ihfB,adiA,+
IhfA;ihfB,ulaG,-
IhfA;ihfB,ulaA,-
IhfA;ihfB,ulaB,-
IhfA;ihfB,ulaC,-
IhfA;ihfB,ulaD,-
IhfA;ihfB,ulaE,-
IhfA;ihfB,ulaF,-
IhfA;ihfB,fimB,+
IhfA;ihfB,fimA,+
IhfA;ihfB,fimI,+
IhfA;ihfB,fimC,+
IhfA;ihfB,fimD,+
IhfA;ihfB,fimF,+
IhfA;ihfB,fimG,+
IhfA;ihfB,fimH,+
IhfA;ihfB,osmY,-
IhfA;ihfB,micF,-
IhfA;ihfB,glmY,+
ChbR,chbG,+
ChbR,chbF,+
ChbR,chbR,+
ChbR,chbA,+
ChbR,chbC,+
ChbR,chbB,+
NimR,nimR,-
NimR,nimT,-
KdgR,eda,-
KdgR,edd,-
KdgR,eda,-
FlhD;flhC,sroC,+
FlhD;flhC,gltL,+
FlhD;flhC,gltK,+
FlhD;flhC,gltJ,+
FlhD;flhC,gltI,+
FlhD;flhC,flgN,+
FlhD;flhC,flgM,+
FlhD;flhC,flgA,+
FlhD;flhC,flgB,+
FlhD;flhC,flgC,+
FlhD;flhC,flgD,+
FlhD;flhC,flgE,+
FlhD;flhC,flgF,+
FlhD;flhC,flgG,+
FlhD;flhC,flgH,+
FlhD;flhC,flgI,+
FlhD;flhC,flgJ,+
FlhD;flhC,flgK,+
FlhD;flhC,flgL,+
FlhD;flhC,ycgR,+
FlhD;flhC,flhE,+
FlhD;flhC,flhA,+
FlhD;flhC,flhB,+
FlhD;flhC,yecR,+
FlhD;flhC,fliA,+
FlhD;flhC,fliZ,+
FlhD;flhC,tcyJ,+
FlhD;flhC,fliD,+
FlhD;flhC,fliS,+
FlhD;flhC,fliT,+
FlhD;flhC,fliE,+
FlhD;flhC,fliF,+
FlhD;flhC,fliG,+
FlhD;flhC,fliH,+
FlhD;flhC,fliI,+
FlhD;flhC,fliJ,+
FlhD;flhC,fliK,+
FlhD;flhC,fliL,+
FlhD;flhC,fliM,+
FlhD;flhC,fliN,+
FlhD;flhC,fliO,+
FlhD;flhC,fliP,+
FlhD;flhC,fliQ,+
FlhD;flhC,fliR,+
FlhD;flhC,mglB,-
FlhD;flhC,mglA,-
FlhD;flhC,mglC,-
FlhD;flhC,ccmH,+
FlhD;flhC,ccmG,+
FlhD;flhC,ccmF,+
FlhD;flhC,ccmE,+
FlhD;flhC,ccmD,+
FlhD;flhC,ccmC,+
FlhD;flhC,ccmB,+
FlhD;flhC,ccmA,+
FlhD;flhC,napC,+
FlhD;flhC,napB,+
FlhD;flhC,napH,+
FlhD;flhC,napG,+
FlhD;flhC,napA,+
FlhD;flhC,napD,+
FlhD;flhC,napF,+
FlhD;flhC,glpA,+
FlhD;flhC,glpB,+
FlhD;flhC,glpC,+
FlhD;flhC,hydN,+
FlhD;flhC,hypF,+
FlhD;flhC,ygbK,+
FlhD;flhC,recC,+
FlhD;flhC,ppdC,+
FlhD;flhC,ygdB,+
FlhD;flhC,ppdB,+
FlhD;flhC,ppdA,+
FlhD;flhC,mdh,-
FlhD;flhC,pdeH,+
FlhD;flhC,nrfA,+
FlhD;flhC,nrfB,+
FlhD;flhC,nrfC,+
FlhD;flhC,nrfD,+
FlhD;flhC,nrfE,+
FlhD;flhC,nrfF,+
FlhD;flhC,nrfG,+
UvrY,ydeP,+
UvrY,luxS,+
UvrY,uhpT,+
UvrY,csrB,+
UvrY,csrC,+
SdiA,ftsQ,-
SdiA,ftsQ,+
SdiA,ftsA,-
SdiA,ftsZ,-
SdiA,ydiV,+
SdiA,gadW,+
FliZ,csgG,-
FliZ,csgF,-
FliZ,csgE,-
FliZ,csgD,-
FliZ,csgB,-
FliZ,csgA,-
FliZ,csgC,-
FliZ,pdeR,-
FliZ,gadB,-
FliZ,gadC,-
FliZ,flhD,-
FliZ,flhC,-
FliZ,mlrA,-
FliZ,hdeA,-
FliZ,hdeB,-
FliZ,yhiD,-
FliZ,gadE,-
FliZ,gadF,-
FliZ,mdtE,-
FliZ,mdtF,-
FliZ,osmY,-
RcsA;rcsB,csgG,-
RcsA;rcsB,csgF,-
RcsA;rcsB,csgE,-
RcsA;rcsB,csgD,-
RcsA;rcsB,flhD,-
RcsA;rcsB,flhC,-
RcsA;rcsB,rcsA,+
RcsA;rcsB,wcaB,+
RcsA;rcsB,wcaA,+
RcsA;rcsB,wzc,+
RcsA;rcsB,wzb,+
RcsA;rcsB,wza,+
RcsA;rcsB,yjbE,+
RcsA;rcsB,yjbF,+
RcsA;rcsB,yjbG,+
RcsA;rcsB,yjbH,+
YedW,cyoE,-
YedW,cyoD,-
YedW,cyoC,-
YedW,cyoB,-
YedW,cyoA,-
YedW,cusR,+
YedW,cusS,+
YedW,cusC,+
YedW,cusF,+
YedW,cusB,+
YedW,cusA,+
YedW,yedX,+
Cbl,tauA,+
Cbl,tauB,+
Cbl,tauC,+
Cbl,tauD,+
Cbl,ssuB,+
Cbl,ssuC,+
Cbl,ssuD,+
Cbl,ssuA,+
Cbl,ssuE,+
Nac,codB,+
Nac,codA,+
Nac,feaR,+
Nac,ydcS,+
Nac,ydcT,+
Nac,ydcU,+
Nac,ydcV,+
Nac,patD,+
Nac,gdhA,-
Nac,nac,-
Nac,nupC,+
Nac,gabD,+
Nac,gabT,+
Nac,gabP,+
Nac,serA,-
Nac,gltB,-
Nac,gltD,-
Nac,gltF,-
Nac,asnC,-
Nac,mioC,-
Nac,mnmG,-
YefM,yefM,-
YefM,yoeB,-
BaeR,spy,+
BaeR,mdtA,+
BaeR,mdtB,+
BaeR,mdtC,+
BaeR,mdtD,+
BaeR,baeS,+
BaeR,baeR,+
BaeR,acrD,+
GatR_1;gatR_2,gatD,-
GatR_1;gatR_2,gatC,-
GatR_1;gatR_2,gatB,-
GatR_1;gatR_2,gatA,-
GatR_1;gatR_2,gatZ,-
GatR_1;gatR_2,gatY,-
RcnR,rcnR,-
RcnR,rcnA,-
RcnR,rcnB,-
YehT,yjiY,+
MlrA,csgG,+
MlrA,csgF,+
MlrA,csgE,+
MlrA,csgD,+
MlrA,rpmA,+
MlrA,rplU,+
MlrA,yhbE,+
MlrA,obgE,+
MlrA,ibaG,+
MlrA,cadC,+
GalS,galE,+
GalS,galE,-
GalS,galT,+
GalS,galT,-
GalS,galK,+
GalS,galK,-
GalS,galM,+
GalS,galM,-
GalS,mglB,-
GalS,mglA,-
GalS,mglC,-
GalS,galS,-
GalS,galR,-
GalS,galP,-
YeiL,yeiL,+
NarP,hcp,+
NarP,hcr,+
NarP,hyaA,-
NarP,hyaB,-
NarP,hyaC,-
NarP,hyaD,-
NarP,hyaE,-
NarP,hyaF,-
NarP,fdnG,-
NarP,fdnH,-
NarP,fdnI,-
NarP,ydeP,-
NarP,ydhY,-
NarP,ydhV,-
NarP,ydhW,-
NarP,ydhX,-
NarP,ydhU,-
NarP,ydhT,-
NarP,yoaG,+
NarP,yeaR,+
NarP,ccmH,+
NarP,ccmH,-
NarP,ccmG,+
NarP,ccmG,-
NarP,ccmF,+
NarP,ccmF,-
NarP,ccmE,+
NarP,ccmE,-
NarP,ccmD,+
NarP,ccmD,-
NarP,ccmC,+
NarP,ccmC,-
NarP,ccmB,+
NarP,ccmB,-
NarP,ccmA,+
NarP,ccmA,-
NarP,napC,+
NarP,napC,-
NarP,napB,+
NarP,napB,-
NarP,napH,+
NarP,napH,-
NarP,napG,+
NarP,napG,-
NarP,napA,+
NarP,napA,-
NarP,napD,+
NarP,napD,-
NarP,napF,+
NarP,napF,-
NarP,norV,-
NarP,norW,-
NarP,nirB,+
NarP,nirD,+
NarP,nirC,+
NarP,cysG,+
NarP,nrfA,+
NarP,nrfB,+
NarP,nrfC,+
NarP,nrfD,+
NarP,nrfE,+
NarP,nrfF,+
NarP,nrfG,+
NarP,fdhF,+
NarP,ytfE,+
Ada,alkA,+
Ada,ada,+
Ada,alkB,+
Ada,aidB,+
RcsB,ftsA,+
RcsB,ftsZ,+
RcsB,lolA,+
RcsB,rarA,+
RcsB,osmB,+
RcsB,bdm,+
RcsB,sra,+
RcsB,osmC,+
RcsB,gadB,+
RcsB,gadC,+
RcsB,ydeO,+
RcsB,safA,+
RcsB,ydeP,+
RcsB,rseC,+
RcsB,rseB,+
RcsB,rseA,+
RcsB,rpoE,+
RcsB,hdeA,+
RcsB,hdeB,+
RcsB,yhiD,+
RcsB,hdeD,+
RcsB,gadA,-
RcsB,gadX,-
RcsB,rprA,+
RcsB,gadY,+
RcsB;bglJ,leuO,+
RcsB;bglJ,ykiA,+
RcsB;bglJ,ynbA,+
RcsB;bglJ,ynbB,+
RcsB;bglJ,ynbC,+
RcsB;bglJ,ynbD,+
RcsB;bglJ,ynjI,+
RcsB;bglJ,yecT,+
RcsB;bglJ,molR_1,+
RcsB;bglJ,yqhG,+
RcsB;bglJ,ygiZ,+
RcsB;bglJ,sfsB,+
RcsB;bglJ,yidL,+
RcsB;bglJ,bglG,+
RcsB;bglJ,bglF,+
RcsB;bglJ,bglB,+
AtoC,atoD,+
AtoC,atoA,+
AtoC,atoE,+
AtoC,atoB,+
LrhA,flhD,-
LrhA,flhC,-
LrhA,lrhA,+
LrhA,fimE,+
DsdC,dsdC,-
DsdC,dsdX,+
DsdC,dsdA,+
EvgA,ydeO,+
EvgA,safA,+
EvgA,ydeP,+
EvgA,yegZ,+
EvgA,yegR,+
EvgA,emrY,+
EvgA,emrK,+
EvgA,evgA,+
EvgA,evgS,+
EvgA,yfdE,+
EvgA,yfdV,+
EvgA,oxc,+
EvgA,frc,+
EvgA,yfdX,+
EvgA,acrD,+
EvgA,gadE,+
EvgA,gadF,+
EvgA,mdtE,+
EvgA,mdtF,+
YpdB,yhjX,+
XapR,xapA,+
XapR,xapB,+
MurR,murR,-
MurR,murR,+
MurR,murQ,-
MurR,murP,-
HyfR,hyfA,+
HyfR,hyfB,+
HyfR,hyfC,+
HyfR,hyfD,+
HyfR,hyfE,+
HyfR,hyfF,+
HyfR,hyfG,+
HyfR,hyfH,+
HyfR,hyfI,+
HyfR,hyfJ,+
HyfR,hyfR,+
HyfR,focB,+
IscR,erpA,-
IscR,hyaA,-
IscR,hyaB,-
IscR,hyaC,-
IscR,hyaD,-
IscR,hyaE,-
IscR,hyaF,-
IscR,sufE,+
IscR,sufS,+
IscR,sufD,+
IscR,sufC,+
IscR,sufB,+
IscR,sufA,+
IscR,ydiU,+
IscR,napC,-
IscR,napB,-
IscR,napH,-
IscR,napG,-
IscR,napA,-
IscR,napD,-
IscR,napF,-
IscR,iscR,-
IscR,iscS,-
IscR,iscU,-
IscR,iscA,-
IscR,rnlA,-
IscR,rnlB,-
IscR,nrdH,+
IscR,nrdI,+
IscR,nrdE,+
IscR,nrdF,+
IscR,nfuA,-
HcaR,hcaR,-
HcaR,hcaE,+
HcaR,hcaF,+
HcaR,hcaC,+
HcaR,hcaB,+
HcaR,hcaD,+
GlrR,rseC,+
GlrR,rseB,+
GlrR,rseA,+
GlrR,rpoE,+
GlrR,glmY,+
CsiR,csiD,-
CsiR,lhgO,-
CsiR,gabD,-
CsiR,gabT,-
CsiR,gabP,-
StpA,leuO,-
StpA,stpA,-
StpA,ssrS,-
StpA,fau,-
StpA,bglG,-
StpA,bglF,-
StpA,bglB,-
MprA,acrA,-
MprA,acrB,-
MprA,nmpC,-
MprA,mprA,-
MprA,emrA,-
MprA,emrB,-
AlaS,alaS,-
GutM,srlA,+
GutM,srlE,+
GutM,srlB,+
GutM,srlD,+
GutM,gutM,+
GutM,srlR,+
GutM,gutQ,+
NorR,norR,-
NorR,norV,+
NorR,norW,+
AscG,prpR,-
AscG,htpG,-
AscG,ybiT,-
AscG,ascF,-
AscG,ascB,-
FhlA,hyfA,+
FhlA,hyfB,+
FhlA,hyfC,+
FhlA,hyfD,+
FhlA,hyfE,+
FhlA,hyfF,+
FhlA,hyfG,+
FhlA,hyfH,+
FhlA,hyfI,+
FhlA,hyfJ,+
FhlA,hyfR,+
FhlA,focB,+
FhlA,hydN,+
FhlA,hypF,+
FhlA,hycI,+
FhlA,hycH,+
FhlA,hycG,+
FhlA,hycF,+
FhlA,hycE,+
FhlA,hycD,+
FhlA,hycC,+
FhlA,hycB,+
FhlA,hycA,+
FhlA,hypA,+
FhlA,hypB,+
FhlA,hypC,+
FhlA,hypD,+
FhlA,hypE,+
FhlA,fhlA,+
FhlA,fdhF,+
MazE,mazE,-
MazE,mazF,-
MazE,mazG,-
MazE;mazF,mazE,-
MazE;mazF,mazF,-
MazE;mazF,mazG,-
FucR,fucA,+
FucR,fucO,+
FucR,fucP,+
FucR,fucI,+
FucR,fucK,+
FucR,fucU,+
FucR,fucR,+
GcvA,gcvA,-
GcvA,gcvP,-
GcvA,gcvP,+
GcvA,gcvH,-
GcvA,gcvH,+
GcvA,gcvT,-
GcvA,gcvT,+
GcvA,gcvB,+
GalR,galE,-
GalR,galE,+
GalR,galT,+
GalR,galT,-
GalR,galK,+
GalR,galK,-
GalR,galM,+
GalR,galM,-
GalR,mglB,-
GalR,mglA,-
GalR,mglC,-
GalR,galS,-
GalR,galR,-
GalR,galP,-
LysR,lysA,+
LysR,lysR,-
ArgP,dapB,+
ArgP,dapD,+
ArgP,gdhA,+
ArgP,lysP,+
ArgP,nrdA,+
ArgP,nrdB,+
ArgP,yfaE,+
ArgP,lysA,+
ArgP,argP,-
ArgP,argO,+
ArgP,recF,+
ArgP,dnaN,+
ArgP,dnaA,+
ArgP,lysC,+
GlcC,glcD,+
GlcC,glcE,+
GlcC,glcF,+
GlcC,glcG,+
GlcC,glcB,+
GlcC,glcA,+
GlcC,glcC,-
YqhC,yqhD,+
YqhC,dkgA,+
MqsA,cspD,-
MqsA,csgG,-
MqsA,csgF,-
MqsA,csgE,-
MqsA,csgD,-
MqsA,rpoS,-
MqsA,mqsR,-
MqsA,mqsA,-
QseB,flhD,+
QseB,flhC,+
QseB,qseB,+
QseB,qseC,+
Dan,ttdR,+
Dan,ttdA,+
Dan,ttdB,+
Dan,ttdT,+
YqjI,yqjH,-
YqjI,yqjI,-
EbgR,ebgA,-
EbgR,ebgC,-
HigA,higB,-
HigA,higA,-
ExuR,uxaB,-
ExuR,uxaA,-
ExuR,uxaC,-
ExuR,exuT,-
ExuR,exuR,-
ExuR,uxuA,-
ExuR,uxuB,-
ExuR,uxuR,-
ExuR,lgoR,-
TdcA,tdcA,+
TdcA,tdcB,+
TdcA,tdcC,+
TdcA,tdcD,+
TdcA,tdcE,+
TdcA,tdcF,+
TdcA,tdcG,+
AgaR,agaR,-
AgaR,kbaZ,-
AgaR,agaV,-
AgaR,agaW,-
AgaR,agaA,-
AgaR,agaS,-
AgaR,kbaY,-
AgaR,agaB,-
AgaR,agaC,-
AgaR,agaD,-
AgaR,agaI,-
NanR,nanA,-
NanR,nanT,-
NanR,nanE,-
NanR,nanK,-
NanR,yhcH,-
NanR,yjhB,-
NanR,yjhC,-
NanR,nanS,-
NanR,nanM,-
NanR,nanC,-
NanR,fimB,+
ArgR,carA,-
ArgR,carB,-
ArgR,carA,-
ArgR,carB,-
ArgR,yaaU,+
ArgR,ftsZ,-
ArgR,aroP,+
ArgR,crl,-
ArgR,argF,-
ArgR,argF,-
ArgR,ykgA,+
ArgR,yahA,+
ArgR,yahA,-
ArgR,dtpD,+
ArgR,dtpD,-
ArgR,dps,-
ArgR,dacC,-
ArgR,potF,-
ArgR,potG,-
ArgR,potH,-
ArgR,potI,-
ArgR,artJ,-
ArgR,artJ,-
ArgR,artM,-
ArgR,artM,-
ArgR,artQ,-
ArgR,artQ,-
ArgR,artI,-
ArgR,artI,-
ArgR,artP,-
ArgR,artP,-
ArgR,lysO,-
ArgR,ybjE,-
ArgR,trxB,-
ArgR,lrp,-
ArgR,mukE,-
ArgR,mukB,-
